paper_id,ambiguous_group,author_name,coauthors,title,abstract,keywords,venue,year,ground_truth_label,source_dataset
P2-770,A. Gupta,Anoop Gupta,David Bargeron; Jonathan Grudin; Elizabeth Sanocki; Francis C. Li,asynchron collabor multimedia applic demand train,,,Hicss,2001,agupta-1,DBLP_benchmark_14
P2-3486,A. Gupta,Anoop Gupta,Kourosh Gharachorloo; Sarita V. Adve; John L. Hennessy; Mark D. Hill,program differ memori consist model,,,J. Parallel Distrib. Comput.,1992,agupta-1,DBLP_benchmark_14
P2-1311,A. Gupta,Anoop Gupta,Kourosh Gharachorloo; John L. Hennessy,techniqu enhanc perform memori consist model,,,Icpp (1),1991,agupta-1,DBLP_benchmark_14
P2-3513,A. Gupta,Anoop Gupta,Jaswinder Pal Singh; Chris Holt; Takashi Totsuka; John L. Hennessy,load balanc data local adapt hierarch n bodi method barn hut fast multipol rasios,,,J. Parallel Distrib. Comput.,1995,agupta-1,DBLP_benchmark_14
P2-2221,A. Gupta,Anoop Gupta,Jaswinder Pal Singh; Chris Holt; John L. Hennessy,parallel adapt fast multipol method,,,Sc,1993,agupta-1,DBLP_benchmark_14
P2-316,A. Gupta,Anoop Gupta,Jonathan J. Cadiz; Gina Danielle Venolia; Gavin Jancke,design deploi inform awar interfac,,,Cscw,2002,agupta-1,DBLP_benchmark_14
P2-202,A. Gupta,Anoop Gupta,Gavin Jancke; Gina Danielle Venolia; Jonathan Grudin; Jonathan J. Cadiz,link public space technic social issu,,,Chi,2001,agupta-1,DBLP_benchmark_14
P2-201,A. Gupta,Anoop Gupta,Gavin Jancke; Jonathan Grudin,present local remot audienc design telep system,,,Chi,2000,agupta-1,DBLP_benchmark_14
P2-799,A. Gupta,Anoop Gupta,Stephen A. White; Jonathan Grudin; Harry Chesley; Greg Kimberly; Elizabeth Sanocki,evolv system educ distanc,,,Hicss,2000,agupta-1,DBLP_benchmark_14
P2-115,A. Gupta,Anoop Gupta,Todd C. Mowry; Monica S. Lam,design evalu compil algorithm prefetch,,,Asplos,1992,agupta-1,DBLP_benchmark_14
P2-207,A. Gupta,Anoop Gupta,Nosa Omoigui; Liwei He; Jonathan Grudin; Elizabeth Sanocki,time compress system concern usag benefit,,,Chi,1999,agupta-1,DBLP_benchmark_14
P2-114,A. Gupta,Anoop Gupta,James Laudon; Mark Horowitz,interleav multithread techniqu target multiprocessor workstat,,,Asplos,1994,agupta-1,DBLP_benchmark_14
P2-4017,A. Gupta,Anoop Gupta,Jaswinder Pal Singh; John L. Hennessy,implic hierarch n bodi method multiprocessor architectur,,,Acm Trans. Comput. Syst.,1995,agupta-1,DBLP_benchmark_14
P2-2222,A. Gupta,Anoop Gupta,Jaswinder Pal Singh; Truman Joe; John L. Hennessy,empir comparison kendal squar research ksr stanford dash multiprocessor,,,Sc,1993,agupta-1,DBLP_benchmark_14
P2-2913,A. Gupta,Anoop Gupta,Jaswinder Pal Singh; Marc Levoy,parallel visual algorithm perform architectur implic,,,Ieee Computer,1994,agupta-1,DBLP_benchmark_14
P2-2914,A. Gupta,Anoop Gupta,Jaswinder Pal Singh; John L. Hennessy,scale parallel program multiprocessor methodolog exampl,,,Ieee Computer,1993,agupta-1,DBLP_benchmark_14
P2-2206,A. Gupta,Anoop Gupta,David C. Douglas; Olaf M. Lubeck; David Maier; Paul Messina; Justin R. Ratner; Burton J. Smith; Frederica Darema,s futur parallel architectur,,,Sc,1993,agupta-1,DBLP_benchmark_14
P2-393,A. Gupta,Anoop Gupta,Larry Soule,character parallel deadlock distribut digit logic simul,,,Dac,1989,agupta-1,DBLP_benchmark_14
P2-4040,A. Gupta,Anoop Gupta,Larry Soule,evalu chandi misra bryant algorithm digit logic simul,,,Acm Trans. Model. Comput. Simul.,1991,agupta-1,DBLP_benchmark_14
P2-199,A. Gupta,Anoop Gupta,A. J. Bernheim Brush; David Bargeron; Jonathan Grudin,notif share annot digit document,,,Chi,2002,agupta-1,DBLP_benchmark_14
P2-198,A. Gupta,Anoop Gupta,A. J. Bernheim Brush; David Bargeron; Jonathan J. Cadiz,robust annot posit digit document,,,Chi,2001,agupta-1,DBLP_benchmark_14
P2-2356,A. Gupta,Anoop Gupta,Mendel Rosenblum; Edouard Bugnion; Stephen Alan Herrod; Emmett Witchel,impact architectur trend oper system perform,,,Sosp,1995,agupta-1,DBLP_benchmark_14
P2-1710,A. Gupta,Anoop Gupta,Vijayaraghavan Soundararajan; Mark Heinrich; Ben Verghese; Kourosh Gharachorloo; John L. Hennessy,flexibl memori replic migrat cach coher dsm multiprocessor,,,Isca,1998,agupta-1,DBLP_benchmark_14
P2-208,A. Gupta,Anoop Gupta,Yong Rui; Jonathan J. Cadiz,view meet captur omni direct camera,,,Chi,2001,agupta-1,DBLP_benchmark_14
P2-119,A. Gupta,Anoop Gupta,Ben Verghese; Mendel Rosenblum,perform isol share isol share memori multiprocessor,,,Asplos,1998,agupta-1,DBLP_benchmark_14
P2-204,A. Gupta,Anoop Gupta,Qiong Liu; Yong Rui; Jonathan J. Cadiz,autom camera manag lectur room environ,,,Chi,2001,agupta-1,DBLP_benchmark_14
P2-118,A. Gupta,Anoop Gupta,Ben Verghese; Scott Devine; Mendel Rosenblum,oper system support improv data local cc numa comput server,,,Asplos,1996,agupta-1,DBLP_benchmark_14
P2-2014,A. Gupta,Abhishek Gupta,Anshul Kothari; Divyakant Agrawal; Subhash Suri,rang address network pp cach architectur data rang,,,Peer-To-Peer Computing,2003,agupta-20,DBLP_benchmark_14
P2-214,A. Gupta,Abhishek Gupta,Divyakant Agrawal; Amr El Abbadi,approxim rang select queri peer peer system,,,Cidr,2003,agupta-20,DBLP_benchmark_14
P2-763,A. Gupta,Abhishek Gupta,Marcia Kilchenman O'Malley,passiv activ assist human perform simul underactu dynam task,,,Haptics,2003,agupta-20,DBLP_benchmark_14
P2-379,A. Gupta,Anurag P. Gupta,Daniel P. Siewiorek,autom multi cycl symbol time verif microprocessor base design,,,Dac,1994,agupta-21,DBLP_benchmark_14
P2-373,A. Gupta,Anurag P. Gupta,Patrick Edmond; Daniel P. Siewiorek; Audrey A. Brennan,assur autom design depend,,,Dac,1990,agupta-21,DBLP_benchmark_14
P2-354,A. Gupta,Anurag P. Gupta,William P. Birmingham; Daniel P. Siewiorek,micon system comput design,,,Dac,1989,agupta-21,DBLP_benchmark_14
P2-2268,A. Gupta,Aloke Gupta,Wen-Mei W. Hwu,xprof profil execut x window program,,,Sigmetrics,1992,agupta-22,DBLP_benchmark_14
P2-3819,A. Gupta,Aloke Gupta,Wen-Mei W. Hwu,execut profil window orient applic,,,"Softw., Pract. Exper.",1993,agupta-22,DBLP_benchmark_14
P2-3979,A. Gupta,Aloke Gupta,W. Kent Fuchs,garbag collect distribut object orient system,,,Ieee Trans. Knowl. Data Eng.,1993,agupta-22,DBLP_benchmark_14
P2-2267,A. Gupta,Anurag Gupta,Ian F. Akyildiz; Richard Fujimoto,perform analysi time warp homogen processor exponenti task time,,,Sigmetrics,1991,agupta-23,DBLP_benchmark_14
P2-4105,A. Gupta,Anurag Gupta,Ian F. Akyildiz; Richard Fujimoto,perform analysi time warp multipl homogen processor,,,Ieee Trans. Software Eng.,1991,agupta-23,DBLP_benchmark_14
P2-2800,A. Gupta,Ashok Gupta,Sreenivasa R. Gorti; Gerard Jounghyun Kim; Ram D. Sriram; Albert Wong,object orient represent product design process,,,Computer-Aided Design,1998,agupta-24,DBLP_benchmark_14
P2-3478,A. Gupta,Amar Gupta,Murali Vemulapati; Ram D. Sriram,increment load persist c languag e,,,Joop,1995,agupta-27,DBLP_benchmark_14
P2-2162,A. Gupta,Ajay K. Gupta,R. Sekar,approach detect propag email anomali detect,,,Raid,2003,agupta-25,DBLP_benchmark_14
P2-186,A. Gupta,Ajay K. Gupta,R. Sekar; J. Frullo; T. Shanbhag; A. Tiwari; H. Yang; S. Zhou,specif base anomali detect approach detect network intrus,,,Acm Conference On Computer And Communications Security,2002,agupta-25,DBLP_benchmark_14
P2-1064,A. Gupta,Ajay Gupta,Manish Bhide; Mukesh K. Mohania,bring databas manag task realm expert,,,Icde,2003,agupta-26,DBLP_benchmark_14
P2-1053,A. Gupta,Ajay Gupta,Manish Bhide; Sandeep Pandey; Mukesh K. Mohania,dynam access control framework base event,,,Icde,2003,agupta-26,DBLP_benchmark_14
P2-2530,A. Gupta,Amarnath Gupta,Terry E. Weymouth; Ramesh C. Jain,semant queri pictur vimsi model,,,Vldb,1991,agupta-2,DBLP_benchmark_14
P2-153,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone; Xufei Qian; Edward Ross; Joshua Tran; Ilya Zaslavsky,system manag altern model model base mediat,,,Bncod,2002,agupta-2,DBLP_benchmark_14
P2-3634,A. Gupta,Amarnath Gupta,Bertram Ludascher,mani face process interact graph data manag perspect,,,Omics,2003,agupta-2,DBLP_benchmark_14
P2-3626,A. Gupta,Amarnath Gupta,Bertram Ludascher; Jeffrey S. Grethe; Maryann E. Martone,formal diseas specif ontolog neuroinformat,,,Neural Networks,2003,agupta-2,DBLP_benchmark_14
P2-2373,A. Gupta,Amarnath Gupta,Arun Hampapur; Bradley Horowitz; Chiao-Fe Shu; Charles Fuller; Jeffrey R. Bach; Monika Gorkani; Ramesh C. Jain,virag video engin,,,Storage And Retrieval For Image And Video Databases (Spie),1997,agupta-2,DBLP_benchmark_14
P2-2371,A. Gupta,Amarnath Gupta,Jeffrey R. Bach; Charles Fuller; Arun Hampapur; Bradley Horowitz; Rich Humphrey; Ramesh C. Jain; Chiao-Fe Shu,virag imag search engin open framework imag manag,,,Storage And Retrieval For Image And Video Databases (Spie),1996,agupta-2,DBLP_benchmark_14
P2-2772,A. Gupta,Amarnath Gupta,Ramesh C. Jain,visual inform retriev,,,Commun. Acm,1997,agupta-2,DBLP_benchmark_14
P2-3994,A. Gupta,Amarnath Gupta,Simone Santini; Ramesh C. Jain,emerg semant interact imag databas,,,Ieee Trans. Knowl. Data Eng.,2001,agupta-2,DBLP_benchmark_14
P2-2422,A. Gupta,Amarnath Gupta,Shenglan Zhang; Xufei Qian; Maryann E. Martone,practic approach microscopi imag data manag midm neurosci,,,Ssdbm,2003,agupta-2,DBLP_benchmark_14
P2-589,A. Gupta,Amarnath Gupta,Xufei Qian; Bertram Ludascher; Maryann E. Martone,navig virtual inform sourc,,,Edbt,2002,agupta-2,DBLP_benchmark_14
P2-609,A. Gupta,Amarnath Gupta,Simone Santini,conceptu integr multipl partial geometr model,,,Er,2002,agupta-2,DBLP_benchmark_14
P2-1928,A. Gupta,Amarnath Gupta,Simone Santini,data model queri wavelet featur imag databas,,,Multimedia Information Systems,2001,agupta-2,DBLP_benchmark_14
P2-2542,A. Gupta,Amarnath Gupta,Simone Santini,gembas geometr mediat brain analysi surfac ensembl,,,Vldb,2002,agupta-2,DBLP_benchmark_14
P2-2386,A. Gupta,Amarnath Gupta,Simone Santini; Ramesh C. Jain,queri multipl perspect video,,,Storage And Retrieval For Image And Video Databases (Spie),1999,agupta-2,DBLP_benchmark_14
P2-2401,A. Gupta,Amarnath Gupta,Terry E. Weymouth; Ramesh C. Jain,extend object orient data model larg imag base,,,Ssd,1991,agupta-2,DBLP_benchmark_14
P2-2773,A. Gupta,Amarnath Gupta,Simone Santini; Ramesh C. Jain,search inform visual media,,,Commun. Acm,1997,agupta-2,DBLP_benchmark_14
P2-2492,A. Gupta,Amarnath Gupta,Terry E. Weymouth; Ramesh C. Jain,semant queri imag databas,,,Vdb,1991,agupta-2,DBLP_benchmark_14
P2-1054,A. Gupta,Amarnath Gupta,Shailendra K. Bhonsle; Simone Santini; Ramesh C. Jain,semiord databas complex activ recognit multi sensori environ,,,Icde,2000,agupta-2,DBLP_benchmark_14
P2-560,A. Gupta,Amarnath Gupta,Simone Santini; Ramesh C. Jain,user interfac emerg sement imag databas,,,Ds-8,1999,agupta-2,DBLP_benchmark_14
P2-2873,A. Gupta,Amarnath Gupta,Arun Katkere; Jennifer Schlenzig; Ramesh C. Jain,interact video www vcr interfac,,,Computer Networks,1996,agupta-2,DBLP_benchmark_14
P2-2376,A. Gupta,Amarnath Gupta,Patrick H. Kelly; Ramesh C. Jain,visual comput meet data model defin object multicamera video databas,,,Storage And Retrieval For Image And Video Databases (Spie),1996,agupta-2,DBLP_benchmark_14
P2-1361,A. Gupta,Amarnath Gupta,Pedro A. De Alarcon; Alberto D. Pascual-Montano; Jose Maria Carazo,model shape topolog d imag biolog specimen,,,Icpr (1),2002,agupta-2,DBLP_benchmark_14
P2-1213,A. Gupta,Amarnath Gupta,Simone Santini,wavelet data model imag databas,,,Icme,2001,agupta-2,DBLP_benchmark_14
P2-2284,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone,birn m semant mediat solv real world neurosci problem,,,Sigmod Conference,2003,agupta-2,DBLP_benchmark_14
P2-2418,A. Gupta,Amarnath Gupta,Bertram Ludascher; Ilkay Altintas,compil abstract scientif workflow web servic workflow,,,Ssdbm,2003,agupta-2,DBLP_benchmark_14
P2-2403,A. Gupta,Amarnath Gupta,Ilkay Altintas; Sangeeta Bhagwanani; David Buttler; Sandeep Chandra; Zhengang Cheng; Matthew Coleman; Terence Critchlow; Wei Han; Ling Liu; Bertram Ludascher; Calton Pu; Reagan Moore; Arie Shoshani; Mladen A. Vouk,model execut environ distribut scientif workflow,,,Ssdbm,2003,agupta-2,DBLP_benchmark_14
P2-2547,A. Gupta,Amarnath Gupta,Tianqiu Wang; Simone Santini,interpol volum data model,,,Vldb,2003,agupta-2,DBLP_benchmark_14
P2-539,A. Gupta,Amarnath Gupta,Chaitanya K. Baru; Vincent Chu; Bertram Ludascher; Richard Marciano; Yannis Papakonstantinou; Pavel Velikhov,xml base inform mediat digit librari,,,Acm Dl,1999,agupta-2,DBLP_benchmark_14
P2-2279,A. Gupta,Amarnath Gupta,Chaitanya K. Baru; Bertram Ludascher; Richard Marciano; Yannis Papakonstantinou; Pavel Velikhov; Vincent Chu,xml base inform mediat mix,,,Sigmod Conference,1999,agupta-2,DBLP_benchmark_14
P2-2491,A. Gupta,Amarnath Gupta,Simone Santini,featur algebra visual databas case histogram algebra,,,Vdb,2000,agupta-2,DBLP_benchmark_14
P2-1739,A. Gupta,Amarnath Gupta,Richard Marciano; Ilya Zaslavsky; Chaitanya K. Baru,integr gi imageri xml base inform mediat,,,Integrated Spatial Databases,1999,agupta-2,DBLP_benchmark_14
P2-2499,A. Gupta,Amarnath Gupta,Shailendra K. Bhonsle; Simone Santini; Marcel Worring; Ramesh C. Jain,complex visual activ recognit tempor order databas,,,Visual,1999,agupta-2,DBLP_benchmark_14
P2-3662,A. Gupta,Amarnath Gupta,Arnold W. M. Smeulders; Marcel Worring; Simone Santini; Ramesh C. Jain,content base imag retriev end earli year,,,Ieee Trans. Pattern Anal. Mach. Intell.,2000,agupta-2,DBLP_benchmark_14
P2-1391,A. Gupta,Amarnath Gupta,Mohan M. Trivedi; Shailendra K. Bhonsle,databas architectur autonom transport agent scene network incid manag aton,,,Icpr,2000,agupta-2,DBLP_benchmark_14
P2-3177,A. Gupta,Amarnath Gupta,Gully Burns; Klaas E. Stephan; Bertram Ludascher; Rolf Kotter,feder neuroscientif knowledg manag system brain atlas,,,Neurocomputing,2001,agupta-2,DBLP_benchmark_14
P2-313,A. Gupta,Amarnath Gupta,Monica Chagoyen; M. Erdem Kurul; Pedro A. De Alarcon; Simone Santini; Bertram Ludascher; Jose Maria Carazo,semant mediat approach problem comput molecular biologi,,,Csb,2003,agupta-2,DBLP_benchmark_14
P2-3711,A. Gupta,Amarnath Gupta,Bhabatosh Chanda,hue preserv enhanc scheme class colour imag,,,Pattern Recognition Letters,1996,agupta-2,DBLP_benchmark_14
P2-2412,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone,knowledg base integr neurosci data sourc,,,Ssdbm,2000,agupta-2,DBLP_benchmark_14
P2-533,A. Gupta,Amarnath Gupta,Ilya Zaslavsky; Bertram Ludascher; Shabbar Tambawala,queri evalu present plan spatial mediat extend xml base mediat heterogen sourc gi imageri data invit address,,,Dexa Workshop,2001,agupta-2,DBLP_benchmark_14
P2-1074,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone,model base mediat domain map,,,Icde,2001,agupta-2,DBLP_benchmark_14
P2-2539,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone,model base inform integr neurosci mediat system,,,Vldb,2000,agupta-2,DBLP_benchmark_14
P2-607,A. Gupta,Amarnath Gupta,Bertram Ludascher,model interact web sourc inform mediat,,,Er (Workshops),1999,agupta-2,DBLP_benchmark_14
P2-611,A. Gupta,Amarnath Gupta,Tianqiu Wang; Simone Santini,interpol volum model databas,,,Er,2003,agupta-2,DBLP_benchmark_14
P2-1066,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone,extens model base mediatior system domain map,,,Icde Demo Sessions,2001,agupta-2,DBLP_benchmark_14
P2-1833,A. Gupta,Amarnath Gupta,Bertram Ludascher; Reagan Moore,ontolog servic curriculum develop nsdl,,,Jcdl,2002,agupta-2,DBLP_benchmark_14
P2-1501,A. Gupta,A. Gupta,A. Bagchi,learn object model visual semant network,,,Ictai,1992,agupta-2,DBLP_benchmark_14
P2-3054,A. Gupta,Amarnath Gupta,Chaitanya K. Baru,extens inform model share scientif data collect,,,Future Generation Comp. Syst.,1999,agupta-2,DBLP_benchmark_14
P2-602,A. Gupta,Amarnath Gupta,Bertram Ludascher; Maryann E. Martone,regist scientif inform sourc semant mediat,,,Er,2002,agupta-2,DBLP_benchmark_14
P2-590,A. Gupta,Amarnath Gupta,Bertram Ludascher; Ilkay Altintas,time leav tree syntact conceptu queri xml,,,Edbt Workshops,2002,agupta-2,DBLP_benchmark_14
P2-2116,A. Gupta,Ashish Gupta,Yehoshua Sagiv; Jeffrey D. Ullman; Jennifer Widom,effici complet test databas integr constraint check,,,Ppcp,1994,agupta-3,DBLP_benchmark_14
P2-2528,A. Gupta,Ashish Gupta,Venky Harinarayan; Dallan Quass,aggreg queri process data wareh environ,,,Vldb,1995,agupta-3,DBLP_benchmark_14
P2-2529,A. Gupta,Ashish Gupta,Inderpal Singh Mumick,data wareh problem ar materi view answer,,,Vldb,1996,agupta-3,DBLP_benchmark_14
P2-2520,A. Gupta,Ashish Gupta,Sameet Agarwal; Rakesh Agrawal; Prasad Deshpande; Jeffrey F. Naughton; Raghu Ramakrishnan; Sunita Sarawagi,comput multidimension aggreg,,,Vldb,1996,agupta-3,DBLP_benchmark_14
P2-400,A. Gupta,Ashish Gupta,Jennifer Widom; Yehoshua Sagiv; Jeffrey D. Ullman,valid constraint partial inform research overview,,,Daisd,1994,agupta-3,DBLP_benchmark_14
P2-1976,A. Gupta,Ashish Gupta,H. V. Jagadish; Inderpal Singh Mumick,mainten mainten outer join view,,,Ngits,1997,agupta-3,DBLP_benchmark_14
P2-461,A. Gupta,Ashish Gupta,Dinesh Katiyar; Inderpal Singh Mumick,count solut view mainten problem,,,"Workshop On Deductive Databases, Jicslp",1992,agupta-3,DBLP_benchmark_14
P2-462,A. Gupta,Ashish Gupta,Jeffrey D. Ullman,gener conjunct queri view mainten integr constraint verif abstract,,,"Workshop On Deductive Databases, Jicslp",1992,agupta-3,DBLP_benchmark_14
P2-2285,A. Gupta,Ashish Gupta,Inderpal Singh Mumick; Kenneth A. Ross,adapt materi view redefinit,,,Sigmod Conference,1995,agupta-3,DBLP_benchmark_14
P2-2286,A. Gupta,Ashish Gupta,Inderpal Singh Mumick; V. S. Subrahmanian,maintain view increment,,,Sigmod Conference,1993,agupta-3,DBLP_benchmark_14
P2-1063,A. Gupta,Ashish Gupta,,jungle integr data shape size,,,Icde,1998,agupta-3,DBLP_benchmark_14
P2-1050,A. Gupta,Ashish Gupta,Rakesh Agrawal; Sunita Sarawagi,model multidimension databas,,,Icde,1997,agupta-3,DBLP_benchmark_14
P2-1065,A. Gupta,Ashish Gupta,Venky Harinarayan; Anand Rajaraman,virtual databas technolog,,,Icde,1998,agupta-3,DBLP_benchmark_14
P2-1085,A. Gupta,Ashish Gupta,Venky Harinarayan,optim tupl subsumpt,,,Icdt,1995,agupta-3,DBLP_benchmark_14
P2-2052,A. Gupta,Ashish Gupta,Yannis Papakonstantinou; Laura M. Haas,capabl base queri rewrit mediat system,,,Pdis,1996,agupta-3,DBLP_benchmark_14
P2-2053,A. Gupta,Ashish Gupta,Dallan Quass; Inderpal Singh Mumick; Jennifer Widom,make view maintain data wareh,,,Pdis,1996,agupta-3,DBLP_benchmark_14
P2-2103,A. Gupta,Ashish Gupta,Yehoshua Sagiv; Jeffrey D. Ullman; Jennifer Widom,constraint check partial inform,,,Pods,1994,agupta-3,DBLP_benchmark_14
P2-2100,A. Gupta,Ashish Gupta,,entrepreneurship inform system research abstract invit tutori,,,Pods,2000,agupta-3,DBLP_benchmark_14
P2-2101,A. Gupta,Ashish Gupta,Inderpal Singh Mumick,magic set transform nonrecurs system,,,Pods,1992,agupta-3,DBLP_benchmark_14
P2-2288,A. Gupta,Ashish Gupta,Jennifer Widom,local verif global integr constraint distribut databas,,,Sigmod Conference,1993,agupta-3,DBLP_benchmark_14
P2-3294,A. Gupta,Ashish Gupta,Inderpal Singh Mumick; Jun Rao; Kenneth A. Ross,adapt materi view redefinit techniqu perform studi,,,Inf. Syst.,2001,agupta-3,DBLP_benchmark_14
P2-3293,A. Gupta,Ashish Gupta,Jose A. Blakeley,partial inform updat materi view,,,Inf. Syst.,1995,agupta-3,DBLP_benchmark_14
P2-3013,A. Gupta,Ashish Gupta,Yannis Papakonstantinou; Laura M. Haas,capabl base queri rewrit mediat system,,,Distributed And Parallel Databases,1998,agupta-3,DBLP_benchmark_14
P2-2972,A. Gupta,Ashish Gupta,Inderpal Singh Mumick,mainten materi view problem techniqu applic,,,Ieee Data Eng. Bull.,1995,agupta-3,DBLP_benchmark_14
P2-2973,A. Gupta,Ashish Gupta,Sanjai Tiwari,constraint manag distribut design databas,,,Ieee Data Eng. Bull.,1994,agupta-3,DBLP_benchmark_14
P2-3784,A. Gupta,Ashish Gupta,Venky Harinarayan; Anand Rajaraman,virtual databas technolog,,,Sigmod Record,1997,agupta-3,DBLP_benchmark_14
P2-220,A. Gupta,Ashish Gupta,Sanjai Tiwari,distribut constraint manag collabor engin databas,,,Cikm,1993,agupta-3,DBLP_benchmark_14
P2-586,A. Gupta,Ashish Gupta,H. V. Jagadish; Inderpal Singh Mumick,data integr maintain view,,,Edbt,1996,agupta-3,DBLP_benchmark_14
P2-552,A. Gupta,Ashish Gupta,Yannis Papakonstantinou; Hector Garcia-Molina; Jeffrey D. Ullman,queri translat scheme rapid implement wrapper,,,Dood,1995,agupta-3,DBLP_benchmark_14
P2-2617,A. Gupta,Ashish Gupta,,e commerc web,,,Workshop On Web Information And Data Management,1998,agupta-3,DBLP_benchmark_14
P2-3514,A. Gupta,Ashish Gupta,Arun N. Swami; Honesty C. Young,algorithm handl skew parallel task schedul,,,J. Parallel Distrib. Comput.,1992,agupta-3,DBLP_benchmark_14
P2-2452,A. Gupta,Arvind Gupta,Damon Kaller; Sanjeev Mahajan; Thomas C. Shermer,vertex partit problem partial k tree,,,Swat,1996,agupta-4,DBLP_benchmark_14
